Drug.Name	KE.ID	KE.name	KE.type	interact
Progesterone	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
1-Chloro-2,4-dinitrobenzene	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Clove leaf oil	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
meso-Hexestrol	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Oxytetracycline	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Cyproterone acetate	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
2-Hydroxy-4-methoxybenzophenone	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
2-Ethylhexyl 4-(dimethylamino)benzoate	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Aspirin	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Lynestrenol	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Forskolin	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Bexarotene	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Tolcapone	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Finasteride	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Adenine	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Clofibrate	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Diethylstilbestrol	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Valproic acid	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Hydroxyprogesterone caproate	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Deflazacort	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Fenofibrate	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Mefenamic acid	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Loratadine	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Triclosan	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
all-trans-Retinoic acid	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
Ketoconazole	479	Activation, NR1H4	MolecularInitiatingEvent	MIEdirect
3,5,3'-Triiodothyronine	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Glycerol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Testosterone propionate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Danazol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Clotrimazole	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
all-trans-Retinoic acid	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Letrozole	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Ampicillin	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Triamcinolone acetonide	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Levonorgestrel	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Metoprolol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Prednisolone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
17beta-Estradiol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Betamethasone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
2-Ethylhexyl 4-(dimethylamino)benzoate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Haloperidol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Dexamethasone sodium phosphate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Hydroxyprogesterone caproate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Bicalutamide	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Simvastatin	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Fluorometholone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Finasteride	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
17alpha-Hydroxyprogesterone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Amrinone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
dl-Norgestrel	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
4-Androstene-3,17-dione	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Medroxyprogesterone acetate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Metyrapone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
meso-Hexestrol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Fulvestrant	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Dapsone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
17alpha-Ethinylestradiol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Zileuton	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Cyproterone acetate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
1-Phenyl-3-methyl-5-pyrazolone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Diethylstilbestrol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Equilin	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Methylprednisolone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Genistein	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Megestrol acetate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Hydroquinone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
5alpha-Dihydrotestosterone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Ketoconazole	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Budesonide	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Deflazacort	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Triamcinolone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Resorcinol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
5-Azacytidine	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Clove leaf oil	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
17-Methyltestosterone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Estradiol cypionate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
4-Hydroxytamoxifen	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
7-Ethyl-2-methyl-4-undecanolsulfate, sodium salt	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Flurandrenolide	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Melatonin	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Lovastatin	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
2-Hydroxy-4-methoxybenzophenone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Oxytetracycline	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Cortisone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Lynestrenol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Tiratricol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Mifepristone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Tetracycline	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Melengestrol acetate	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Norethindrone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Dexamethasone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Prednisone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Estrone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Trilostane	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Progesterone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Allantoin	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Betamethasone 21-phosphate disodium	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Eugenol	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Levothyroxine	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Mefenamic acid	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Spironolactone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Fluocinolone acetonide	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Forskolin	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Tamoxifen	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Anthralin	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Corticosterone	654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	MolecularInitiatingEvent	MIEdirect
Binding, Tubulin	720	Disruption, Microtubule dynamics	KeyEvent	KER
Disruption, Microtubule dynamics	721	Disorganization, Spindle	KeyEvent	KER
Disorganization, Spindle	752	Altered, Meiotic chromosome dynamics	KeyEvent	KER
Altered, Meiotic chromosome dynamics	723	Altered, Chromosome number	KeyEvent	KER
Altered, Chromosome number	728	Increase, Aneuploid offspring	AdverseOutcome	KER
Inhibition, Calcineurin Activity	979	Interference, nuclear localization of NFAT	KeyEvent	KER
Interference, nuclear localization of NFAT	981	Reduction, NFAT/AP-1 complex formation	KeyEvent	KER
Reduction, NFAT/AP-1 complex formation	1202	Suppression, IL-2 and IL-4 production	KeyEvent	KER
Suppression, IL-2 and IL-4 production	984	Impairment, T-cell dependent antibody response	AdverseOutcome	KER
Binding to (interferes with) topoisomerase II enzyme	1461	DNA double-strand break	KeyEvent	KER
DNA double-strand break	1253	MLL chromosomal translocation	KeyEvent	KER
MLL chromosomal translocation	1254	Infant leukaemia	AdverseOutcome	KER
Antagonism, Androgen receptor	1614	Decrease, AR activation	KeyEvent	KER
Decrease, AR activation	1687	decrease, transcription of genes by AR	KeyEvent	KER
decrease, transcription of genes by AR	1688	decrease, male anogenital distance	AdverseOutcome	KER
5alpha-reductase, inhibition	1613	Decrease, DHT level	KeyEvent	KER
Decrease, DHT level	1614	Decrease, AR activation	KeyEvent	KER
Decrease, AR activation	286	Altered, Transcription of genes by AR	KeyEvent	KER
Altered, Transcription of genes by AR	1688	decrease, male anogenital distance	AdverseOutcome	KER
Thyroperoxidase, Inhibition	277	Thyroid hormone synthesis, Decreased	KeyEvent	KER
Thyroid hormone synthesis, Decreased	281	Thyroxine (T4) in serum, Decreased	KeyEvent	KER
Thyroxine (T4) in serum, Decreased	280	Thyroxine (T4) in neuronal tissue, Decreased 	KeyEvent	KER
Thyroxine (T4) in neuronal tissue, Decreased 	756	Hippocampal gene expression, Altered 	KeyEvent	KER
Hippocampal anatomy, Altered 	758	Hippocampal Physiology, Altered	KeyEvent	KER
Hippocampal Physiology, Altered	402	Cognitive Function, Decreased 	AdverseOutcome	KER
Thyroxine (T4) in neuronal tissue, Decreased 	186	Altered, Neuroanatomy	KeyEvent	KER
Altered, Neuroanatomy	192	Altered, Neurophysiology	KeyEvent	KER
Altered, Neurophysiology	402	Cognitive Function, Decreased	AdverseOutcome	KER
Thyroid hormone synthesis, Decreased	425	Thyroidal Iodide, Decreased	KeyEvent	KER
Thyroidal Iodide, Decreased	281	Thyroxine (T4) in serum, Decreased	KeyEvent	KER
Hippocampal gene expression, Altered 	757	Hippocampal anatomy, Altered	KeyEvent	KER
Hippocampal anatomy, Altered	758	Hippocampal Physiology, Altered	KeyEvent	KER
Hippocampal Physiology, Altered	281	Thyroxine (T4) in serum, Decreased	KeyEvent	KER
Thyroxine (T4) in serum, Decreased	402	Cognitive Function, Decreased 	AdverseOutcome	KER
Binding, Transthyretin in serum	958	Displacement, Serum thyroxine (T4) from transthyretin	KeyEvent	KER
Displacement, Serum thyroxine (T4) from transthyretin	959	Increased, Free serum thyroxine (T4)	KeyEvent	KER
Increased, Free serum thyroxine (T4)	960	Increased, Uptake of thyroxine into tissue	KeyEvent	KER
Increased, Uptake of thyroxine into tissue	961	Increased, Clearance of thyroxine from tissues	KeyEvent	KER
Increased, Clearance of thyroxine from tissues	281	Thyroxine (T4) in serum, Decreased	KeyEvent	KER
